id,country_region,country_region_code,date,Retail and recreation,Grocery shops and markets,Parks and outdoor areas,Public transport hubs,Places of work,Residential places,CountryCode,workplace,stayhome,transport,schools,gathers,events,masks,myindex,workplace_d,stayhome_d,transport_d,schools_d,gathers_d,events_d,masks_d,myindex_d
AR.2020-02-15,Argentina,AR,2020-02-15,1,-3,-3,4,-1,0,ARG,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
AR.2020-02-16,Argentina,AR,2020-02-16,-6,-6,-14,-2,-4,2,ARG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR.2020-02-17,Argentina,AR,2020-02-17,-10,-8,-23,-2,7,1,ARG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR.2020-02-18,Argentina,AR,2020-02-18,3,3,-2,9,9,-1,ARG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR.2020-02-19,Argentina,AR,2020-02-19,1,0,10,8,11,-2,ARG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR.2020-02-20,Argentina,AR,2020-02-20,0,0,-8,7,9,-1,ARG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR.2020-02-21,Argentina,AR,2020-02-21,3,4,-9,9,9,-1,ARG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR.2020-02-22,Argentina,AR,2020-02-22,6,5,4,7,-1,0,ARG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR.2020-02-23,Argentina,AR,2020-02-23,14,8,18,5,-2,0,ARG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR.2020-02-24,Argentina,AR,2020-02-24,-10,-16,26,-27,-54,6,ARG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR.2020-02-25,Argentina,AR,2020-02-25,-20,-17,1,-28,-50,7,ARG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR.2020-02-26,Argentina,AR,2020-02-26,1,2,5,9,13,-2,ARG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR.2020-02-27,Argentina,AR,2020-02-27,-1,0,-5,8,12,0,ARG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR.2020-02-28,Argentina,AR,2020-02-28,3,2,-8,8,13,-1,ARG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR.2020-02-29,Argentina,AR,2020-02-29,5,5,-8,6,2,1,ARG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR.2020-03-01,Argentina,AR,2020-03-01,-3,3,-11,1,-2,2,ARG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR.2020-03-02,Argentina,AR,2020-03-02,1,4,-8,7,16,-1,ARG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR.2020-03-03,Argentina,AR,2020-03-03,0,5,-6,8,16,-1,ARG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR.2020-03-04,Argentina,AR,2020-03-04,-1,3,-1,8,18,-2,ARG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR.2020-03-05,Argentina,AR,2020-03-05,1,4,-9,10,18,-1,ARG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR.2020-03-06,Argentina,AR,2020-03-06,6,8,-7,12,18,-2,ARG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR.2020-03-07,Argentina,AR,2020-03-07,5,7,-10,8,3,1,ARG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR.2020-03-08,Argentina,AR,2020-03-08,3,4,-12,3,-2,2,ARG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR.2020-03-09,Argentina,AR,2020-03-09,1,5,-9,13,15,-1,ARG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR.2020-03-10,Argentina,AR,2020-03-10,3,8,-9,14,18,-2,ARG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR.2020-03-11,Argentina,AR,2020-03-11,-16,-7,-24,-6,15,0,ARG,0,0,0,0,0,1,0,9.090909090909092,0,0,0,0,0,1,0,9.090909090909092
AR.2020-03-12,Argentina,AR,2020-03-12,-4,8,-16,10,18,-1,ARG,0,0,0,0,0,1,0,9.090909090909092,0,0,0,0,0,0,0,0
AR.2020-03-13,Argentina,AR,2020-03-13,-5,10,-17,7,18,-1,ARG,0,0,0,0,0,1,0,9.090909090909092,0,0,0,0,0,0,0,0
AR.2020-03-14,Argentina,AR,2020-03-14,-19,5,-40,-19,-4,7,ARG,0,0,0,0,0,1,0,9.090909090909092,0,0,0,0,0,0,0,0
AR.2020-03-15,Argentina,AR,2020-03-15,-29,17,-44,-17,-10,9,ARG,0,0,0,0,0,1,0,9.090909090909092,0,0,0,0,0,0,0,0
AR.2020-03-16,Argentina,AR,2020-03-16,-27,8,-39,-17,1,6,ARG,0,0,0,1,0,1,0,27.27272727272727,0,0,0,1,0,0,0,18.18181818181818
AR.2020-03-17,Argentina,AR,2020-03-17,-41,-11,-54,-32,-12,11,ARG,0,0,0,1,0,1,0,27.27272727272727,0,0,0,0,0,0,0,0
AR.2020-03-18,Argentina,AR,2020-03-18,-43,-11,-49,-35,-19,12,ARG,0,0,0,1,0,1,0,27.27272727272727,0,0,0,0,0,0,0,0
AR.2020-03-19,Argentina,AR,2020-03-19,-42,5,-55,-35,-24,13,ARG,1,1,0,1,1,1,0,72.72727272727273,1,1,0,0,1,0,0,45.45454545454547
AR.2020-03-20,Argentina,AR,2020-03-20,-78,-40,-80,-72,-61,29,ARG,1,1,0,1,1,1,0,72.72727272727273,0,0,0,0,0,0,0,0
AR.2020-03-21,Argentina,AR,2020-03-21,-83,-49,-85,-75,-57,28,ARG,1,1,0,1,1,1,0,72.72727272727273,0,0,0,0,0,0,0,0
AR.2020-03-22,Argentina,AR,2020-03-22,-87,-61,-90,-81,-58,27,ARG,1,1,0,1,1,1,0,72.72727272727273,0,0,0,0,0,0,0,0
AR.2020-03-23,Argentina,AR,2020-03-23,-88,-64,-88,-85,-79,32,ARG,1,1,1,1,1,1,0,90.9090909090909,0,0,1,0,0,0,0,18.181818181818173
AR.2020-03-24,Argentina,AR,2020-03-24,-88,-64,-88,-85,-79,31,ARG,1,1,1,1,1,1,0,90.9090909090909,0,0,0,0,0,0,0,0
AR.2020-03-25,Argentina,AR,2020-03-25,-82,-50,-82,-77,-68,28,ARG,1,1,1,1,1,1,0,90.9090909090909,0,0,0,0,0,0,0,0
AR.2020-03-26,Argentina,AR,2020-03-26,-83,-52,-84,-77,-68,30,ARG,1,1,1,1,1,1,0,90.9090909090909,0,0,0,0,0,0,0,0
AR.2020-03-27,Argentina,AR,2020-03-27,-81,-49,-82,-75,-67,32,ARG,1,1,1,1,1,1,0,90.9090909090909,0,0,0,0,0,0,0,0
AR.2020-03-28,Argentina,AR,2020-03-28,-82,-48,-84,-75,-59,29,ARG,1,1,1,1,1,1,0,90.9090909090909,0,0,0,0,0,0,0,0
AR.2020-03-29,Argentina,AR,2020-03-29,-86,-61,-89,-80,-57,27,ARG,1,1,1,1,1,1,0,90.9090909090909,0,0,0,0,0,0,0,0
AR.2020-03-30,Argentina,AR,2020-03-30,-81,-51,-83,-77,-68,28,ARG,1,1,1,1,1,1,0,90.9090909090909,0,0,0,0,0,0,0,0
AR.2020-03-31,Argentina,AR,2020-03-31,-85,-59,-85,-82,-76,30,ARG,1,1,1,1,1,1,0,90.9090909090909,0,0,0,0,0,0,0,0
AR.2020-04-01,Argentina,AR,2020-04-01,-79,-46,-79,-75,-64,27,ARG,1,1,1,1,1,1,0,90.9090909090909,0,0,0,0,0,0,0,0
AR.2020-04-02,Argentina,AR,2020-04-02,-79,-47,-81,-74,-64,29,ARG,1,1,1,1,1,1,0,90.9090909090909,0,0,0,0,0,0,0,0
AR.2020-04-03,Argentina,AR,2020-04-03,-77,-41,-78,-71,-62,31,ARG,1,1,1,1,1,1,0,90.9090909090909,0,0,0,0,0,0,0,0
AR.2020-04-04,Argentina,AR,2020-04-04,-77,-41,-81,-71,-54,27,ARG,1,1,1,1,1,1,0,90.9090909090909,0,0,0,0,0,0,0,0
AR.2020-04-05,Argentina,AR,2020-04-05,-83,-54,-87,-76,-52,26,ARG,1,1,1,1,1,1,0,90.9090909090909,0,0,0,0,0,0,0,0
AR.2020-04-06,Argentina,AR,2020-04-06,-75,-41,-77,-70,-60,26,ARG,1,1,1,1,1,1,0,90.9090909090909,0,0,0,0,0,0,0,0
AR.2020-04-07,Argentina,AR,2020-04-07,-82,-30,-72,-64,-59,25,ARG,1,1,1,1,1,1,0,90.9090909090909,0,0,0,0,0,0,0,0
AR.2020-04-08,Argentina,AR,2020-04-08,-82,-28,-69,-63,-58,24,ARG,1,1,1,1,1,1,0,90.9090909090909,0,0,0,0,0,0,0,0
AR.2020-04-09,Argentina,AR,2020-04-09,-83,-30,-75,-67,-63,27,ARG,1,1,1,1,1,1,0,90.9090909090909,0,0,0,0,0,0,0,0
AR.2020-04-10,Argentina,AR,2020-04-10,-90,-58,-85,-79,-76,35,ARG,1,1,1,1,1,1,0,90.9090909090909,0,0,0,0,0,0,0,0
AR.2020-04-11,Argentina,AR,2020-04-11,-84,-34,-80,-67,-52,27,ARG,1,1,1,1,1,1,0,90.9090909090909,0,0,0,0,0,0,0,0
AR.2020-04-12,Argentina,AR,2020-04-12,-87,-51,-86,-74,-49,25,ARG,1,1,1,1,1,1,0,90.9090909090909,0,0,0,0,0,0,0,0
AR.2020-04-13,Argentina,AR,2020-04-13,-83,-40,-74,-67,-55,25,ARG,1,1,1,1,1,1,0,90.9090909090909,0,0,0,0,0,0,0,0
AR.2020-04-14,Argentina,AR,2020-04-14,-81,-31,-70,-63,-54,24,ARG,1,1,1,1,1,1,0.75,97.72727272727273,0,0,0,0,0,0,0.75,6.818181818181827
AR.2020-04-15,Argentina,AR,2020-04-15,-81,-31,-70,-62,-53,24,ARG,1,1,1,1,1,1,0.75,97.72727272727273,0,0,0,0,0,0,0,0
AR.2020-04-16,Argentina,AR,2020-04-16,-83,-31,-92,-61,-53,26,ARG,1,1,1,1,1,1,0.75,97.72727272727273,0,0,0,0,0,0,0,0
AR.2020-04-17,Argentina,AR,2020-04-17,-83,-29,-92,-61,-52,28,ARG,1,1,1,1,1,1,0.75,97.72727272727273,0,0,0,0,0,0,0,0
AR.2020-04-18,Argentina,AR,2020-04-18,-85,-36,-94,-65,-45,26,ARG,1,1,1,1,1,1,0.75,97.72727272727273,0,0,0,0,0,0,0,0
AR.2020-04-19,Argentina,AR,2020-04-19,-89,-53,-95,-73,-48,25,ARG,1,1,1,1,1,1,0.75,97.72727272727273,0,0,0,0,0,0,0,0
AR.2020-04-20,Argentina,AR,2020-04-20,-83,-37,-92,-62,-49,24,ARG,1,1,1,1,1,1,0.75,97.72727272727273,0,0,0,0,0,0,0,0
AR.2020-04-21,Argentina,AR,2020-04-21,-82,-34,-92,-61,-50,23,ARG,1,1,1,1,1,1,0.75,97.72727272727273,0,0,0,0,0,0,0,0
AR.2020-04-22,Argentina,AR,2020-04-22,-83,-34,-91,-61,-49,23,ARG,1,1,1,1,1,1,0.75,97.72727272727273,0,0,0,0,0,0,0,0
AR.2020-04-23,Argentina,AR,2020-04-23,-83,-35,-92,-62,-49,24,ARG,1,1,1,1,1,1,0.75,97.72727272727273,0,0,0,0,0,0,0,0
AR.2020-04-24,Argentina,AR,2020-04-24,-83,-34,-92,-63,-48,27,ARG,1,1,1,1,1,1,0.75,97.72727272727273,0,0,0,0,0,0,0,0
AR.2020-04-25,Argentina,AR,2020-04-25,-86,-39,-94,-68,-44,26,ARG,1,1,1,1,1,1,0.75,97.72727272727273,0,0,0,0,0,0,0,0
AR.2020-04-26,Argentina,AR,2020-04-26,-88,-52,-95,-72,-47,25,ARG,1,1,1,1,1,1,0.75,97.72727272727273,0,0,0,0,0,0,0,0
AR.2020-04-27,Argentina,AR,2020-04-27,-84,-40,-93,-64,-47,24,ARG,1,0.6666666666666666,1,1,1,1,0.75,91.66666666666666,0,-0.33333333333333337,0,0,0,0,0,-6.0606060606060765
AR.2020-04-28,Argentina,AR,2020-04-28,-84,-41,-92,-68,-49,20,ARG,1,0.6666666666666666,1,1,1,1,0.75,91.66666666666666,0,0,0,0,0,0,0,0
AR.2020-04-29,Argentina,AR,2020-04-29,-80,-27,-90,-57,-44,21,ARG,1,0.6666666666666666,1,1,1,1,0.75,91.66666666666666,0,0,0,0,0,0,0,0
AR.2020-04-30,Argentina,AR,2020-04-30,-75,-20,-90,-56,-44,22,ARG,1,0.6666666666666666,1,1,1,1,0.75,91.66666666666666,0,0,0,0,0,0,0,0
AR.2020-05-01,Argentina,AR,2020-05-01,-90,-71,-94,-78,-73,33,ARG,1,0.6666666666666666,1,1,1,1,0.75,91.66666666666666,0,0,0,0,0,0,0,0
AR.2020-05-02,Argentina,AR,2020-05-02,-79,-26,-93,-60,-39,24,ARG,1,0.6666666666666666,1,1,1,1,0.75,91.66666666666666,0,0,0,0,0,0,0,0
AR.2020-05-03,Argentina,AR,2020-05-03,-86,-48,-95,-71,-42,24,ARG,1,0.6666666666666666,1,1,1,1,0.75,91.66666666666666,0,0,0,0,0,0,0,0
AR.2020-05-04,Argentina,AR,2020-05-04,-77,-32,-91,-61,-42,21,ARG,1,0.6666666666666666,1,1,1,1,0.75,91.66666666666666,0,0,0,0,0,0,0,0
AR.2020-05-05,Argentina,AR,2020-05-05,-76,-28,-90,-58,-43,21,ARG,1,0.6666666666666666,1,1,1,1,0.75,91.66666666666666,0,0,0,0,0,0,0,0
AR.2020-05-06,Argentina,AR,2020-05-06,-75,-25,-89,-55,-40,20,ARG,1,0.6666666666666666,1,1,1,1,0.75,91.66666666666666,0,0,0,0,0,0,0,0
AR.2020-05-07,Argentina,AR,2020-05-07,-73,-23,-89,-55,-40,21,ARG,1,0.6666666666666666,1,1,1,1,0.75,91.66666666666666,0,0,0,0,0,0,0,0
AR.2020-05-08,Argentina,AR,2020-05-08,-72,-18,-89,-53,-38,23,ARG,1,0.6666666666666666,1,1,1,1,0.75,91.66666666666666,0,0,0,0,0,0,0,0
AR.2020-05-09,Argentina,AR,2020-05-09,-75,-20,-91,-53,-31,21,ARG,1,0.6666666666666666,1,1,1,1,0.75,91.66666666666666,0,0,0,0,0,0,0,0
AR.2020-05-10,Argentina,AR,2020-05-10,-82,-41,-93,-65,-35,21,ARG,1,0.6666666666666666,1,1,1,1,0.75,91.66666666666666,0,0,0,0,0,0,0,0
AR.2020-05-11,Argentina,AR,2020-05-11,-71,-24,-88,-53,-36,19,ARG,1,0.6666666666666666,1,1,1,1,0.75,91.66666666666666,0,0,0,0,0,0,0,0
AR.2020-05-12,Argentina,AR,2020-05-12,-70,-21,-88,-51,-36,19,ARG,0.6666666666666666,0.6666666666666666,1,1,1,1,0.75,85.6060606060606,-0.33333333333333337,0,0,0,0,0,0,-6.060606060606062
AR.2020-05-13,Argentina,AR,2020-05-13,-70,-22,-87,-52,-35,19,ARG,0.6666666666666666,0.6666666666666666,1,1,1,1,0.75,85.6060606060606,0,0,0,0,0,0,0,0
AR.2020-05-14,Argentina,AR,2020-05-14,-70,-23,-88,-53,-35,18,ARG,0.6666666666666666,0.6666666666666666,1,1,1,1,0.75,85.6060606060606,0,0,0,0,0,0,0,0
AR.2020-05-15,Argentina,AR,2020-05-15,-70,-18,-88,-52,-34,22,ARG,0.6666666666666666,0.6666666666666666,1,1,1,1,0.75,85.6060606060606,0,0,0,0,0,0,0,0
AR.2020-05-16,Argentina,AR,2020-05-16,-72,-19,-89,-51,-27,20,ARG,0.6666666666666666,0.6666666666666666,1,1,1,1,0.75,85.6060606060606,0,0,0,0,0,0,0,0
AR.2020-05-17,Argentina,AR,2020-05-17,-80,-40,-91,-63,-30,20,ARG,0.6666666666666666,0.6666666666666666,1,1,1,1,0.75,85.6060606060606,0,0,0,0,0,0,0,0
AR.2020-05-18,Argentina,AR,2020-05-18,-69,-24,-88,-53,-32,18,ARG,0.6666666666666666,0.6666666666666666,1,1,1,1,0.75,85.6060606060606,0,0,0,0,0,0,0,0
AR.2020-05-19,Argentina,AR,2020-05-19,-68,-22,-87,-52,-33,18,ARG,0.6666666666666666,0.6666666666666666,1,1,1,1,0.75,85.6060606060606,0,0,0,0,0,0,0,0
AR.2020-05-20,Argentina,AR,2020-05-20,-69,-24,-86,-54,-33,18,ARG,0.6666666666666666,0.6666666666666666,1,1,1,1,0.75,85.6060606060606,0,0,0,0,0,0,0,0
AR.2020-05-21,Argentina,AR,2020-05-21,-71,-27,-88,-57,-35,21,ARG,0.6666666666666666,0.6666666666666666,1,1,1,1,0.75,85.6060606060606,0,0,0,0,0,0,0,0
AR.2020-05-22,Argentina,AR,2020-05-22,-70,-22,-88,-55,-33,22,ARG,0.6666666666666666,0.6666666666666666,1,1,1,1,0.75,85.6060606060606,0,0,0,0,0,0,0,0
AR.2020-05-23,Argentina,AR,2020-05-23,-70,-16,-89,-51,-24,20,ARG,0.6666666666666666,0.6666666666666666,1,1,1,1,0.75,85.6060606060606,0,0,0,0,0,0,0,0
AR.2020-05-24,Argentina,AR,2020-05-24,-79,-35,-90,-62,-29,20,ARG,0.6666666666666666,0.6666666666666666,1,1,1,1,0.75,85.6060606060606,0,0,0,0,0,0,0,0
AR.2020-05-25,Argentina,AR,2020-05-25,-83,-53,-90,-73,-65,25,ARG,0.6666666666666666,0.6666666666666666,1,1,1,1,0.75,85.6060606060606,0,0,0,0,0,0,0,0
AR.2020-05-26,Argentina,AR,2020-05-26,-67,-22,-86,-53,-30,17,ARG,0.6666666666666666,0.6666666666666666,1,1,1,1,0.75,85.6060606060606,0,0,0,0,0,0,0,0
AR.2020-05-27,Argentina,AR,2020-05-27,-68,-22,-84,-54,-30,18,ARG,0.6666666666666666,0.6666666666666666,1,1,1,1,0.75,85.6060606060606,0,0,0,0,0,0,0,0
AR.2020-05-28,Argentina,AR,2020-05-28,-68,-23,-86,-53,-30,19,ARG,0.6666666666666666,0.6666666666666666,1,1,1,1,0.75,85.6060606060606,0,0,0,0,0,0,0,0
AR.2020-05-29,Argentina,AR,2020-05-29,-67,-18,-86,-52,-29,21,ARG,0.6666666666666666,0.6666666666666666,1,1,1,1,0.75,85.6060606060606,0,0,0,0,0,0,0,0
AR.2020-05-30,Argentina,AR,2020-05-30,-71,-19,-89,-54,-22,20,ARG,0.6666666666666666,0.6666666666666666,1,1,1,1,0.75,85.6060606060606,0,0,0,0,0,0,0,0
AR.2020-05-31,Argentina,AR,2020-05-31,-79,-39,-90,-65,-27,20,ARG,0.6666666666666666,0.6666666666666666,1,1,1,1,0.75,85.6060606060606,0,0,0,0,0,0,0,0
AR.2020-06-01,Argentina,AR,2020-06-01,-67,-24,-87,-54,-29,18,ARG,0.6666666666666666,0.6666666666666666,1,1,1,1,0.75,85.6060606060606,0,0,0,0,0,0,0,0
AR.2020-06-02,Argentina,AR,2020-06-02,-66,-20,-85,-52,-29,17,ARG,0.6666666666666666,0.6666666666666666,1,1,1,1,0.75,85.6060606060606,0,0,0,0,0,0,0,0
AR.2020-06-03,Argentina,AR,2020-06-03,-67,-21,-85,-53,-28,17,ARG,0.6666666666666666,0.6666666666666666,1,1,1,1,0.75,85.6060606060606,0,0,0,0,0,0,0,0
AR.2020-06-04,Argentina,AR,2020-06-04,-67,-21,-86,-53,-29,18,ARG,0.6666666666666666,0.6666666666666666,1,1,1,1,0.75,85.6060606060606,0,0,0,0,0,0,0,0
AR.2020-06-05,Argentina,AR,2020-06-05,-65,-16,-85,-52,-28,20,ARG,0.6666666666666666,0.6666666666666666,1,1,1,1,0.75,85.6060606060606,0,0,0,0,0,0,0,0
AR.2020-06-06,Argentina,AR,2020-06-06,-66,-12,-86,-50,-19,18,ARG,0.6666666666666666,0.6666666666666666,1,1,1,1,0.75,85.6060606060606,0,0,0,0,0,0,0,0
AR.2020-06-07,Argentina,AR,2020-06-07,-75,-33,-88,-61,-22,18,ARG,0.6666666666666666,0.6666666666666666,1,1,1,1,0.75,85.6060606060606,0,0,0,0,0,0,0,0
AR.2020-06-08,Argentina,AR,2020-06-08,-62,-17,-84,-51,-26,17,ARG,0.6666666666666666,0.6666666666666666,1,1,1,1,0.75,85.6060606060606,0,0,0,0,0,0,0,0
AR.2020-06-09,Argentina,AR,2020-06-09,-61,-16,-83,-49,-26,16,ARG,0.6666666666666666,0.6666666666666666,1,1,1,1,0.75,85.6060606060606,0,0,0,0,0,0,0,0
AR.2020-06-10,Argentina,AR,2020-06-10,-60,-14,-80,-49,-25,16,ARG,0.6666666666666666,0.6666666666666666,1,1,1,1,0.75,85.6060606060606,0,0,0,0,0,0,0,0
AR.2020-06-11,Argentina,AR,2020-06-11,-60,-15,-82,-48,-26,17,ARG,0.6666666666666666,0.6666666666666666,1,1,1,1,0.75,85.6060606060606,0,0,0,0,0,0,0,0
AR.2020-06-12,Argentina,AR,2020-06-12,-59,-11,-82,-48,-24,18,ARG,0.6666666666666666,0.6666666666666666,1,1,1,1,0.75,85.6060606060606,0,0,0,0,0,0,0,0
AR.2020-06-13,Argentina,AR,2020-06-13,-61,-10,-85,-47,-16,17,ARG,0.6666666666666666,0.6666666666666666,1,1,1,1,0.75,85.6060606060606,0,0,0,0,0,0,0,0
AR.2020-06-14,Argentina,AR,2020-06-14,-71,-29,-85,-59,-18,17,ARG,0.6666666666666666,0.6666666666666666,1,1,1,1,0.75,85.6060606060606,0,0,0,0,0,0,0,0
AR.2020-06-15,Argentina,AR,2020-06-15,-75,-40,-85,-68,-58,23,ARG,0.6666666666666666,0.6666666666666666,1,1,1,1,0.75,85.6060606060606,0,0,0,0,0,0,0,0
AR.2020-06-16,Argentina,AR,2020-06-16,-56,-11,-81,-46,-24,15,ARG,0.6666666666666666,0.6666666666666666,1,1,1,1,0.75,85.6060606060606,0,0,0,0,0,0,0,0
AR.2020-06-17,Argentina,AR,2020-06-17,-60,-16,-81,-49,-26,16,ARG,0.6666666666666666,0.6666666666666666,1,1,1,1,0.75,85.6060606060606,0,0,0,0,0,0,0,0
AR.2020-06-18,Argentina,AR,2020-06-18,-60,-17,-83,-51,-26,17,ARG,0.6666666666666666,0.6666666666666666,1,1,1,1,0.75,85.6060606060606,0,0,0,0,0,0,0,0
AR.2020-06-19,Argentina,AR,2020-06-19,-56,-7,-82,-49,-24,17,ARG,0.6666666666666666,0.6666666666666666,1,1,1,1,0.75,85.6060606060606,0,0,0,0,0,0,0,0
AR.2020-06-20,Argentina,AR,2020-06-20,-59,-4,-83,-45,-23,17,ARG,0.6666666666666666,0.6666666666666666,1,1,1,1,0.75,85.6060606060606,0,0,0,0,0,0,0,0
AR.2020-06-21,Argentina,AR,2020-06-21,-71,-33,-86,-58,-5,15,ARG,0.6666666666666666,0.6666666666666666,1,1,1,1,0.75,85.6060606060606,0,0,0,0,0,0,0,0
AR.2020-06-22,Argentina,AR,2020-06-22,-62,-25,-84,-55,-28,17,ARG,0.6666666666666666,0.6666666666666666,1,1,1,1,0.75,85.6060606060606,0,0,0,0,0,0,0,0
AR.2020-06-23,Argentina,AR,2020-06-23,-61,-21,-83,-54,-28,17,ARG,0.6666666666666666,0.6666666666666666,1,1,1,1,0.75,85.6060606060606,0,0,0,0,0,0,0,0
AR.2020-06-24,Argentina,AR,2020-06-24,-62,-21,-83,-53,-27,17,ARG,0.6666666666666666,0.6666666666666666,1,1,1,1,0.75,85.6060606060606,0,0,0,0,0,0,0,0
AR.2020-06-25,Argentina,AR,2020-06-25,-62,-20,-84,-52,-27,18,ARG,0.6666666666666666,0.6666666666666666,1,1,1,1,0.75,85.6060606060606,0,0,0,0,0,0,0,0
AR.2020-06-26,Argentina,AR,2020-06-26,-60,-14,-84,-51,-25,19,ARG,0.6666666666666666,0.6666666666666666,1,1,1,1,0.75,85.6060606060606,0,0,0,0,0,0,0,0
AR.2020-06-27,Argentina,AR,2020-06-27,-61,-12,-84,-47,-17,18,ARG,0.6666666666666666,0.6666666666666666,1,1,1,1,0.75,85.6060606060606,0,0,0,0,0,0,0,0
AR.2020-06-28,Argentina,AR,2020-06-28,-72,-33,-86,-61,-20,19,ARG,0.6666666666666666,0.6666666666666666,1,1,1,1,0.75,85.6060606060606,0,0,0,0,0,0,0,0
AR.2020-06-29,Argentina,AR,2020-06-29,-59,-21,-84,-52,-27,17,ARG,0.6666666666666666,0.6666666666666666,1,1,1,1,0.75,85.6060606060606,0,0,0,0,0,0,0,0
AR.2020-06-30,Argentina,AR,2020-06-30,-60,-23,-84,-55,-29,17,ARG,0.6666666666666666,0.6666666666666666,1,1,1,1,0.75,85.6060606060606,0,0,0,0,0,0,0,0
AR.2020-07-01,Argentina,AR,2020-07-01,-62,-20,-82,-59,-29,17,ARG,1,0.6666666666666666,1,1,1,1,0.75,91.66666666666666,0.33333333333333337,0,0,0,0,0,0,6.060606060606062
AR.2020-07-02,Argentina,AR,2020-07-02,-61,-19,-83,-58,-29,18,ARG,1,0.6666666666666666,1,1,1,1,0.75,91.66666666666666,0,0,0,0,0,0,0,0
AR.2020-07-03,Argentina,AR,2020-07-03,-59,-13,-82,-56,-27,19,ARG,1,0.6666666666666666,1,1,1,1,0.75,91.66666666666666,0,0,0,0,0,0,0,0
AR.2020-07-04,Argentina,AR,2020-07-04,-60,-12,-83,-54,-18,18,ARG,1,0.6666666666666666,1,1,1,1,0.75,91.66666666666666,0,0,0,0,0,0,0,0
AR.2020-07-05,Argentina,AR,2020-07-05,-70,-31,-83,-62,-20,18,ARG,1,0.6666666666666666,1,1,1,1,0.75,91.66666666666666,0,0,0,0,0,0,0,0
AR.2020-07-06,Argentina,AR,2020-07-06,-59,-19,-83,-56,-28,17,ARG,1,0.6666666666666666,1,1,1,1,0.75,91.66666666666666,0,0,0,0,0,0,0,0
AR.2020-07-07,Argentina,AR,2020-07-07,-58,-16,-83,-54,-29,17,ARG,1,0.6666666666666666,1,1,1,1,0.75,91.66666666666666,0,0,0,0,0,0,0,0
AR.2020-07-08,Argentina,AR,2020-07-08,-53,-6,-78,-50,-26,15,ARG,1,0.6666666666666666,1,1,1,1,0.75,91.66666666666666,0,0,0,0,0,0,0,0
AR.2020-07-09,Argentina,AR,2020-07-09,-72,-37,-83,-67,-57,23,ARG,1,0.6666666666666666,1,1,1,1,0.75,91.66666666666666,0,0,0,0,0,0,0,0
AR.2020-07-10,Argentina,AR,2020-07-10,-65,-23,-84,-65,-50,24,ARG,1,0.6666666666666666,1,1,1,1,0.75,91.66666666666666,0,0,0,0,0,0,0,0
AR.2020-07-11,Argentina,AR,2020-07-11,-59,-12,-82,-52,-19,18,ARG,1,0.6666666666666666,1,1,1,1,0.75,91.66666666666666,0,0,0,0,0,0,0,0
AR.2020-07-12,Argentina,AR,2020-07-12,-70,-34,-83,-62,-20,18,ARG,1,0.6666666666666666,1,1,1,1,0.75,91.66666666666666,0,0,0,0,0,0,0,0
AR.2020-07-13,Argentina,AR,2020-07-13,-56,-16,-81,-54,-27,16,ARG,1,0.6666666666666666,1,1,1,1,0.75,91.66666666666666,0,0,0,0,0,0,0,0
AR.2020-07-14,Argentina,AR,2020-07-14,-55,-15,-79,-53,-28,16,ARG,1,0.6666666666666666,1,1,1,1,0.75,91.66666666666666,0,0,0,0,0,0,0,0
AR.2020-07-15,Argentina,AR,2020-07-15,-56,-14,-77,-53,-26,16,ARG,1,0.6666666666666666,1,1,1,1,0.75,91.66666666666666,0,0,0,0,0,0,0,0
AR.2020-07-16,Argentina,AR,2020-07-16,-57,-18,-79,-55,-28,17,ARG,1,0.6666666666666666,1,1,1,1,0.75,91.66666666666666,0,0,0,0,0,0,0,0
